id,id_fuente,titulo,moneda,precio_valor,ubicacion_raw,comuna,dormitorios,banos,metros,descripcion,amenities,link,error
35,MLC-1857863695,Departamento En Venta De 2 Dorm Y 2 Baños En Providencia,UF,9600,"Ubicación e información de la zonaLuis Thayer Ojeda-carmen Sylva, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón10 mins - 802 metrosTobalaba11 mins - 851 metrosLos Leones12 mins - 939 metrosEl Golf14 mins - 1.071 metrosPedro de Valdivia17 mins - 1.320 metrosParaderosLuis Thayer Ojeda / Carlos Antúnez1 min - 93 metrosEl Bosque Sur / Carlos Antúnez3 mins - 219 metrosCarlos Antúnez / Los Leones5 mins - 392 metrosHernando de Aguirre / Eliodoro Yañez5 mins - 394 metrosDoctor Roberto del Río / Eliodoro Yáñez5 mins - 398 metros",Providencia,2,2,145.0,"¡Porque las señales existen! Este departamento es la estrella fugaz que te guía a la vida que siempre soñaste. Descubre un departamento con personalidad, iluminado y rodeado por un balcón continuo en todo su perímetro, ubicado en el sector más tradicional de Providencia, cercano a línea 1 del metro, con vida de barrio y próximo cafeterías, restaurantes, comercio y todos los servicios a la mano. Dos Dormitorios, dos baños, cocina integrada, servicios completos, estacionamiento, bodega. Gastos comunes $400,000 Contribuciones 183.000. Programa: Hall de acceso, pieza y baño de servicio, que puede ser escritorio, Living comedor con acceso a balcón que rodea todo el departamento en sus tres costados, cocina integrada, loggia exterior, dos dormitorios tipo mariposa, cada uno con amplio baño contiguo con ventanas al exterior. Los dormitorios acceden a la zona más amplia del balcón, con orientación oriente. Edificio (1981) de 8 pisos, dos departamentos por piso, con conserjería 24/7, sin amenities.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1857863695-departamento-en-venta-de-2-dorm-y-2-banos-en-providencia-_JM,
36,MLC-1739347357,Departamento En Venta De 4 Dorm. En Providencia,UF,14990,"Ubicación e información de la zonaJoreg Matte Gormaz/pocuro, Metro Bilbao, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroFrancisco Bilbao11 mins - 861 metrosCristóbal Colón12 mins - 898 metrosInés de Suárez22 mins - 1.714 metrosTobalaba24 mins - 1.905 metrosParaderosJorge Matte G. / Francisco Bilbao5 mins - 415 metrosJorge Matte G. / Francisco Bilbao5 mins - 416 metrosJuan de Dios Vial / Eliodoro Yañez7 mins - 584 metrosHernando de Aguirre / Francisco Bilbao8 mins - 639 metrosH. de Aguirre / Francisco Bilbao9 mins - 667 metros",Providencia,4,4,178.0,"Si fuese una ecuación, ¡sería perfecta! Edificio nuevo + barrio tranquilo + amplios espacios = vida soñada. ¡Has las matemáticas y descubre tu próximo hogar! Departamento impecable (piso 3) en edificio de finas terminaciones, muy cercano al Club Providencia, ciclovías, circuito para deportes, cafés restaurant, heladerías, plazas, colegios San Ignacio y San Gabriel, excelente conectividad con Eliodoro Yáñez, Los Leones, Lyon, Tobalaba, cerca de mall, universidades, vida en familia, cercano al metro, vida de barrio, que mejor!. 4 dormitorios / 4 baños / estar / living-comedor / cocina full equipada / 2 estacionamientos / 1 bodega / contribuciones: $ 425.000 / gastos comunes: $400.000 base. Distribución: hall de acceso, sala de estar, living-comedor con salida a terraza y linda vista, cocina full equipada con torre de hornos, comedor de diario, logia exterior cerrada. 4 dormitorios, el principal en suite con salida a terraza, otros dormitorios con closet y baño en pasillo. Terminaciones: se destaca por su altura de 2,45 mts, ventanas de termopanel marcos pvc color nogal, puertas y closet de madera, piso flotante de ingeniería, vanitorios de granito, aire acondicionado en living-comedor, calefacción por cielo radiante, persiana metálica exterior en dormitorio principal, la cocina cuenta con encimera y horno eléctrico, cubiertas de granito. Edificio (2016): accesos de todo el edificio con huella digital, gimnasio, sala de eventos, terrazas, conserjería 24/7 ¡Agenda tu visita ya! Contacto: Miguel Marzuca N.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1739347357-departamento-en-venta-de-4-dorm-en-providencia-_JM,
37,MLC-3535896740,Luminoso Departamento En El Corazón De Providencia,UF,7990,"Ubicación e información de la zonaLas Violetas, 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroInés de Suárez13 mins - 993 metrosParaderosPocuro / Los Leones2 mins - 143 metrosFrancisco Bilbao / Los Leones5 mins - 422 metrosLos Leones / Eliodoro Yáñez6 mins - 477 metrosEliodoro Yáñez / Los Leones6 mins - 454 metrosAvenida Los Leones / Francisco Bilbao6 mins - 465 metros",Providencia,3,2,89.0,"Agenda tu visita ya! Si estás buscando vivir en uno de los mejores barrios de Providencia, este departamento es para ti. Ubicado en una zona residencial, tranquila y de excelente conectividad, en calle Las Violetas con Los Leones, rodeado de servicios, áreas verdes y con fácil acceso a transporte público. La propiedad se encuentra en el quinto piso, con una excelente orientación norte, lo que le otorga una iluminación natural privilegiada durante todo el día. Cuenta con 3 dormitorios de muy buen tamaño, 2 baños completos con ventilación natural, un cómodo hall de acceso, y una cocina amoblada y equipada. Uno de sus grandes atributos es su amplio y luminoso living comedor, que conecta fluidamente desde el hall de entrada hasta la terraza cerrada con ventanas termo panel, creando un espacio perfecto para compartir en familia o recibir visitas. Además, dispone de una pequeña sala de estar que une los dos dormitorios secundarios y un dormitorio principal ampliado y remodelado, entregando mayor confort y funcionalidad, el cual incluye unas perfectas cortinas roller automáticas El departamento cuenta con calefacción por loza radiante, ideal para el invierno, y está en excelentes condiciones. Incluye 2 estacionamientos exclusivos y una bodega amplia. Gastos comunes: $270.000 aprox. Contribuciones: $250.000 trimestrales. El edificio, del año 2007, ofrece completos espacios comunes: piscina, quincho, gimnasio, sala de eventos, sala de cine y conserjería 24/7. Una propiedad completa, ideal para vivir con tranquilidad y estilo en una de las zonas más cotizadas de Providencia. ¡Agenda tu visita y descubre tu nuevo hogar!","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3535896740-luminoso-departamento-en-el-corazon-de-providencia-_JM,
38,MLC-3526271270,Remodelado 2d+3b | Vista Insuperable,UF,8700,"Ubicación e información de la zonaAv. Andrés Bello 1050, Providencia, Salvador, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroManuel Montt6 mins - 436 metrosSalvador7 mins - 558 metrosParaderosParada 2 / Torres de Tajamar1 min - 117 metrosParada 4 / Torres de Tajamar2 mins - 192 metrosParada 3 / Torres de Tajamar2 mins - 180 metros11 de Septiembre / José Miguel Claro3 mins - 236 metrosParada 1 / Torres de Tajamar3 mins - 262 metros",Providencia,2,3,122.0,Amplio y luminoso | Hermosa vista panorámica y despejada Programa: 2 dormitorios y 3 baños + estacionamiento subterráneo. - Amplio living comedor con cocina integrada y una hermosa vista panorámica - Cocina integrada con una maravillosa vista despejada al norte - Cuenta con dormitorio principal en suite + walk-in closet con iluminación natural - Dormitorio secundario cuenta con baño completo - Luminosa terraza con vista al parque metropolitano - Baño de visita * Piso de parquet y ventanas termopanel en todo el departamento. * Estacionamiento: 1 (subterráneo) * A un costado de la nueva estación de metro Huelén (L7) * Gastos comunes: $280.000,"estacionamiento, bodega, seguridad, terraza",https://www.portalinmobiliario.com/MLC-3526271270-remodelado-2d3b-vista-insuperable-_JM,
39,MLC-1892087095,Estupendo Departamento En El Mejor Sector De Providencia,UF,10900,"Ubicación e información de la zonaLas Hortensias 2480, Providencia, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón15 mins - 1.172 metrosTobalaba16 mins - 1.233 metrosLos Leones16 mins - 1.233 metrosPedro de Valdivia19 mins - 1.505 metrosEl Golf23 mins - 1.806 metrosParaderosLuis Thayer Ojeda / Carlos Antúnez3 mins - 231 metrosLos Leones / Carlos Antúnez4 mins - 282 metrosCarlos Antúnez / Los Leones4 mins - 283 metrosDoctor Roberto del Río / Eliodoro Yáñez4 mins - 334 metrosLos Leones / Eliodoro Yáñez5 mins - 385 metros",Providencia,4,4,180.0,"PROPIEDADES NV VENDE Estupendo departamento en el mejor sector de Providencia, 180 mt2 útiles más 20 mt2 de terraza, orientación Norte y Sur Poniente, totalmente renovado, todas las ventanas termo-panel, baños nuevos con lo último en tecnología, piso flotante nuevo en todo el departamento, 2 amplios dormitorios orientación norponiente y un dormitorio principal orientación sur poniente, todos con grandes closets, cocina amplia y moderna, equipada con muebles nuevos, comedor de diario y logia, Pieza y baño de servicio, remodelados. Gastos Comunes: $328.000 Contribuciones: $310.000 Valor de Venta: UF 10.900 1 estacionamiento techado y 1 amplia bodega Edificio del 90: cuenta con conserjería 24/7","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1892087095-estupendo-departamento-en-el-mejor-sector-de-providencia-_JM,
40,MLC-3770345984,Departamento En Venta En Providencia,UF,10500,"Ubicación e información de la zonaMetro Salvador - Metro Baquedano, Plaza Italia, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroBaquedano5 mins - 355 metrosSalvador6 mins - 489 metrosPío Nono10 mins - 806 metrosParque Bustamante11 mins - 824 metrosEstación Zoológico Nacional11 mins - 867 metrosParaderosParada 1 / Seminario1 min - 44 metrosParada 4 / Seminario1 min - 80 metrosParada 2 / Condell1 min - 92 metrosCarlos Walker / Santa María2 mins - 132 metrosParada 3 / Seminario2 mins - 141 metros",Providencia,0,2,215.0,"Metro Salvador // Metro Baquedano. Maravilloso departamento refaccionado ubicado en sector vaticano chico, a 10 minutos de Hospital del Trabajador, en sector comercial de Providencia. El departamento acaba de ser refaccionado, es un amplio y luminoso dúplex esta distribuido en cuatro dormitorios dos baños, escritorio y sala de estar. Gasto común $135.00 Contribuciones $165.000. Posibilidad de novar crédito a la tasa del 2,3%","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3770345984-departamento-en-venta-en-providencia-_JM,
41,MLC-3729831492,Moderno: Club De Campo - San Damián,UF,11000,"Ubicación e información de la zonaClub De Campo / San Damián, Tabancura, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosE. de Balaguer / Camino de Asís5 mins - 354 metrosE. de Balaguer / Camino de Asís5 mins - 415 metrosSan F. de Asís / Avenida Las Condes8 mins - 594 metrosAvenida Las Condes / San Francisco de Asís8 mins - 602 metrosCamino Turistico / Raúl Labbe8 mins - 652 metros",Las Condes,0,2,120.0,"Exclusivo proyecto residencial del reconocido arquitecto Borja Huidobro, que combina diseño de vanguardia, amplias áreas verdes y una ubicación privilegiada con excelente conectividad. Cercano a colegios, centros comerciales y variados servicios, este departamento destaca por sus finas terminaciones, excelente altura y un estilo pensado para quienes buscan calidad de vida y confort. Distribución: Luminoso living-comedor con salida a dos increíbles terrazas. Cocina integrada con isla central, equipada con artefactos Bosch de última generación (vitrocerámica, horno eléctrico, microondas y lavavajillas), cubiertas Silestone y logia incorporada. Dormitorio principal en suite, con walk-in closet y baño con shower door. Segundo dormitorio también en suite y baño con shower door. Amplias terrazas conectadas al living, comedor y dormitorios. Características; Pisos de madera orgánica en el living, comedor, cocina y dormitorios y porcelanato en los baños y terraza. Aire acondicionado en el living y dormitorio principal. Cortinas roller Norvak en todo el departamento y blackout el los dormitorios. Cortinas deslizantes en terrazas para mayor control de luz y privacidad. Ventanas termopanel. Calefacción por losa radiante. 2 estacionamientos subterráneos y 1 bodega. Áreas comunes y servicios Quincho y piscina panorámica en la azotea, gimnasio, salón de eventos, coworking y sala de juegos de niños. Seguridad 24/7. Delivery room en conserjería. Estacionamientos de visita.","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3729831492-moderno-club-de-campo-san-damian-_JM,
42,MLC-3780029854,Departamento En Venta De 4 Dorm. En Vitacura,UF,14900,"Ubicación e información de la zonaLos Acantos / Las Nieves, Parque Bicentenario, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosAlonso de Cordova / Avenida Vitacura5 mins - 398 metrosNavidad / Avenida Vitacura5 mins - 379 metrosFrancisco de Aguirre / Avenida Vitacura5 mins - 420 metrosR. de Quiroga / Nueva Costanera8 mins - 629 metrosEduardo Marquina / Avenida Vitacura8 mins - 622 metros",Vitacura,4,3,500.0,"A pasos del Parque Bicentenario: diseño renovado y vida de barrio en Alonso de Córdova Lindísimo departamento, recién remodelado, a solo 500 metros de futura estación de Metro y a pasos del Parque Bicentenario, en un sector consolidado y vanguardista. Cercano a galerías, restaurantes y tiendas de Alonso de Córdova. 4 dormitorios (principal en suite) / 3 baños / 1 estacionamiento / 1 bodega / gastos comunes: $330.000 / contribuciones: $300.000 Distribución: hall de acceso, amplio y luminoso living-comedor con salida a terrazas con orientación oriente, con acceso desde el living y todos los dormitorios. Cocina cerrada, moderna, con muebles funcionales, amplio mesón isla, logia exterior y servicios. Cuatro dormitorios: el principal en suite, con baño con ventilación e iluminación natural; tres dormitorios secundarios de buen tamaño con closets, que comparten baños. Terminaciones: finas terminaciones de alto estándar, donde destacan los pisos flotantes de ingeniería, persianas eléctricas recién instaladas, cubiertas de cuarzo en cocina y baños, mampara en baño principal y porcelanato en terrazas. Ventanas termopanel en todo el departamento y calefacción por losa radiante. Edificio (1982): cancha privada de tenis, conserjería, seguridad 24/7 y estacionamientos de visitas. Te va a encantar, contáctame. Constanza Catalán G.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3780029854-departamento-en-venta-de-4-dorm-en-vitacura-_JM,
43,MLC-3779625410,Departamento En Venta De 4 Dorm. En Vitacura,UF,19800,"Ubicación e información de la zonaTabancura / Las Hualtatas, Tabancura, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosHualtatas / Tabancura5 mins - 409 metrosAvenida Tabancura / Las Hualtatas5 mins - 396 metrosTupungato / Tabancura7 mins - 549 metrosValle Central / Avenida Vitacura7 mins - 555 metrosEl Manantial / Avenida Vitacura7 mins - 525 metros",Vitacura,4,3,221.0,"Vista despejada al oriente y espacios que marcan la diferencia en Vitacura Amplio y exclusivo departamento de finas terminaciones, con espectacular vista al oriente, muy iluminado y con excelente conectividad a Costanera Norte, Las Condes y Las Hualtatas. Ubicado al lado del Colegio Tabancura, supermercados, clínicas, parques y plazas. Cerca de todo. 4 dormitorios / 3 baños / servicios completos / estar / living / comedor / 5 estacionamientos / 2 bodegas / contribuciones: $675.000 / gastos comunes: $500.000 Distribución: hall de acceso, baño de visitas, living y comedor separados con salida a terraza con vista despejada y con cierre tipo vista libre de cristales abatibles. Amplia cocina completamente equipada, con grandes espacios, torre de hornos, desayunador, mesón isla con comedor de diario, encimera eléctrica, campana, cubiertas de granito, despensa, área de lavandería y logia integrada pero independiente, además de servicios completos. 4 Dormitorios: el principal en suite, de gran tamaño, con estar, terraza y walk-in closet de amplias dimensiones con luz natural; sala de estar y tres amplios dormitorios secundarios con closets y salida a terraza continua, que comparten un baño en el pasillo. Terminaciones: ventanas termopanel, calefacción por losa radiante, piso y puertas de madera, porcelanato en baños y cocina, baños con doble vanitorio y shower, cortinas de cristal abatibles, toldos verticales en terraza y cortinas roller en todo el departamento. Edificio (2011): piscina temperada, sauna, sala de cine, sala de eventos, piscina y quincho al aire libre en rooftop con vista panorámica. ¿Quieres visitarlo? ¡Agenda tu visita! Contacto: Macarena Molina A.","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3779625410-departamento-en-venta-de-4-dorm-en-vitacura-_JM,
44,MLC-1893787511,Departamento En Venta De 5 Dorm. En Vitacura,UF,19920,"Ubicación e información de la zonaDepto. Duplex 5d, Escriva De Balaguer / Col. Manquehue, La Llavería, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosLas Tranqueras / Padre Hurtado Norte9 mins - 716 metrosLo Beltran / Padre Hurtado Norte12 mins - 957 metrosPadre Damian / Avenida Vitacura13 mins - 1.028 metrosPablo de Tarso / Avenida Vitacura13 mins - 1.031 metrosVirgo / Avenida Vitacura14 mins - 1.055 metros",Vitacura,5,6,227.99,"¡No te pierdas esta increíble oportunidad de adquirir un hermoso departamento en Vitacura! Con una ubicación inigualable en el exclusivo sector de Lo Gallo, este amplio dúplex cuenta con 5 dormitorios y 6 baños, perfecto para familias que buscan comodidad y estilo. Con una construcción de 227,99 m2 y 196,85 m2 útiles, este departamento destaca por su luminosidad y espacios bien distribuidos. Además, su orientación Nor-Oriente garantiza una excelente iluminación natural durante todo el día. Disfruta de la calidez que ofrece la calefacción por Losa Radiante, ideal para los meses más fríos del año. Cuenta con 4 estacionamientos y 1 bodega. No dejes pasar la oportunidad de convertir este departamento en tu nuevo hogar. ¡Contáctanos y agenda una visita para conocer todos los detalles que esta propiedad tiene para ofrecerte! ¡Vive en una de las mejores zonas de Santiago!","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1893787511-departamento-en-venta-de-5-dorm-en-vitacura-_JM,
45,MLC-1898794767,"Santa María Manquehue Dpto 3d+ Serv, 4b, 3e - Ziw Property",UF,19800,"Ubicación e información de la zonaSta. María 6270, Vitacura, Región Metropolitana, Chile, Santa María de Manquehue, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónComerciosSaludParaderosLas Brasas / Santa María2 mins - 167 metrosCarolina Rabat 3 / Santa María5 mins - 353 metrosAgua Del Palo / Santa María5 mins - 398 metrosCarolina Rabat 2 / Santa María5 mins - 385 metrosCarolina Rabat 1 / Santa María6 mins - 478 metros",Vitacura,3,4,210.0,"Santa María Manquehue – Dpto 3D+servicio, 4B, 3E, gran bodega, condominio tipo club Luminoso y amplio departamento en exclusivo condominio tipo resort en Santa María Manquehue, a pasos del Colegio San Benito y muy cercano a Huelén y Saint George. Entorno tranquilo, hermosas vistas, seguridad 24/7 y excelente conectividad hacia Costanera Norte y comercios. Cuenta con 3 dormitorios (2 en suite), 4 baños, family room, dormitorio de servicio con baño, 3 estacionamientos, gran bodega y 210 m² totales aprox. INTERIOR Entrada y Living • Acceso directo desde ascensor, sin escaleras. • Hall de entrada iluminado con lucarna eléctrica. • Baño de visitas. • Living y comedor separados por puerta corredera. • Terraza con cortinas de cristal templado y linda vista oriente al antejardín. • Piso de madera. Dormitorios • Dormitorio principal en suite con walking closet, jardinera y baño con hidromasaje. • Segundo dormitorio en suite con baño iluminado por lucarna eléctrica. • Tercer dormitorio conectado a family room, con baño también con lucarna eléctrica. • Amplia sala de estar con closet y linda vista a Santiago. • Piso vinílico tipo madera en dormitorios. • Calefacción por losa radiante con termostatos programables. Cocina y Servicios • Cocina equipada con comedor de diario, horno empotrado, encimera a gas y campana. • Dormitorio de servicio amplio con baño privado. • Logia independiente con shaft de basuras y espacio para lavadora, secadora y planchado. EXTERIOR Estacionamientos y Bodega • 3 estacionamientos con acceso directo al edificio. • Gran bodega de 10 m² aprox. y 3,7 m de altura, equipada con rack metálico y ubicada cerca de ascensor y estacionamientos. CONDOMINIO Estilo club resort, con excelentes áreas comunes: • Piscina temperada con hidromasajes y zona de niños. • Piscina exterior con cascada y piscina infantil. • Sala de juegos con mesas de pool. • Gimnasio equipado + sala de baile. • Gran salón para eventos y reuniones. • Sauna y camarines. • Senderos para caminatas y amplios jardines. • Estacionamientos de visitas. • Seguridad 24/7. ANTECEDENTES GENERALES • Superficie total: 210 m² aprox. (incluye 10 m² de terraza).* • Gastos comunes aprox.: $550.000 verano / $850.000 invierno (incluye calefacción). • Contribuciones trimestrales aprox.: $850.000. (Metros aproximados según información municipal e inmobiliaria entregada por el propietario.) *Metros aproximados basados en superficie municipal registrada por la Inmobiliaria e información entregada por el propietario. Para más información o visitas, comunícate con ZIW Property al +56 9654 188 00 WE ARE PROPERTY EXPERTS!","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1898794767-santa-maria-manquehue-dpto-3d-serv-4b-3e-ziw-property-_JM,
46,MLC-3738028472,Departamento En Venta De 3 Dorm. En Vitacura,UF,15400,"Ubicación e información de la zonaFco. De Aguirre/ Luis Carrera, Parque Bicentenario, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosParaderosC. Goyenechea / Vespucio2 mins - 194 metrosF. de Aguirre / Vespucio3 mins - 242 metrosVespucio / Francisco de Aguirre4 mins - 290 metrosFrancisco de Aguirre / Vespucio4 mins - 290 metrosBartolomé de Las Casas / Francisco de Aguirre6 mins - 448 metros",Vitacura,3,3,152.0,"Cuando el Parque Bicentenario forma parte de tu vida diaria…! Permite disfrutar de un barrio residencial consolidado, con excelente conectividad a Av. Américo Vespucio, Costanera Norte y Av. Vitacura. El sector destaca por su cercanía al Parque Bicentenario y al Parque Vespucio Oriente, además de reconocidos colegios como Saint George’s College y clínicas del sector oriente. Una ubicación privilegiada que combina áreas verdes, servicios y alta calidad de vida. 3 dormitorios (principal en suite) / 3 baños / pieza y baño de servicio / 2 estacionamientos (tándem) / 1 bodega / gastos comunes: $300.000 / contribuciones: $380.000 Distribución: hall de acceso, amplio y luminoso living y comedor, terraza cerrada que puede adaptarse como sala de estar, con vista despejada y orientación sur-oriente. Cómoda cocina cerrada con muebles modernos y funcionales, dormitorio de servicio con baño propio y logia independiente. Tres dormitorios, el principal en suite con baño con ventilación e iluminación natural; otros dos dormitorios de buen tamaño y variedad de closets, con baño en pasillo. Terminaciones: finas terminaciones de alto estándar, donde destacan los pisos de madera; porcelanato en cocina, baños y terraza; cubiertas de cuarzo y un diseño funcional y moderno. Ventanas termopanel y calefacción por losa radiante (con marcador propio), consolidando una propiedad de gran categoría y confort. Edificio (2017): sala de eventos equipada, seguridad 24/7 y estacionamientos de visitas. Contáctame Constanza Catalán G.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3738028472-departamento-en-venta-de-3-dorm-en-vitacura-_JM,
47,MLC-3545551202,Departamento 3 Dorm + Sala Estar En Venta En Vitacura,UF,13700,"Ubicación e información de la zonaCamino El Parque/ Las Hualtatas, Tabancura, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosParaderosCol. Los Andes / Avenida Las Condes5 mins - 366 metrosSan Damian / Avenida Las Condes5 mins - 388 metrosCol. Mayflower / Avenida Las Condes7 mins - 554 metrosPamplona / Avenida Las Condes9 mins - 691 metrosParada 4 / Cantagallo9 mins - 736 metros",Las Condes,3,3,165.0,"Para partir el fin de semana: una caminata por el Parque Costanera Sur; después un asadito en la terraza junto a la familia y los amigos. ¡Disfruta de los buenos momentos de la vida! No dejes pasar la oportunidad de vivir en un edificio Imagina —ubicado en un piso 5 con orientación oriente— para construir un hogar cómodo y moderno. Este departamento, además, cuenta con instalaciones de primer nivel, óptima distribución y entorno, fácil acceso a Costanera Norte y Avenida Las Condes y está cerca de clínicas, colegios y centros comerciales. 3 dormitorios / sala de estar / 3 baños / 2 estacionamientos / 1 bodega / contribuciones: $453.000 / gastos comunes: $400.000 Distribución: hall de distribución, living-comedor con salida a amplia terraza con baranda de cristal, baño de visitas, cocina doble acceso y full equipada con mesón isla central, lavavajilla y hornos empotrados, logia interior de buen tamaño. Tres dormitorios: dormitorio principal en suite con salida a terraza al oriente, walk-in closet y baño con ventana. Otros dos dormitorios comparten un baño más una sala de estar mediterránea. Terminaciones: porcelanato en terrazas, baños y cocina, cubierta de cuarzo, piso flotante en el resto del departamento y calefacción por cielo radiante. Terrazas cerradas con vista libre, rollers en todo el depto. Chapa electrónica de seguridad, estacionamiento más grande contiguo a la bodega . Edificio Imagina de 10 pisos año 2017: alta seguridad de ingreso, piscinas, quinchos, gimnasios, salas de eventos, estacionamiento de visitas. ¡Contáctanos para más información!: Silvia Pinto Lampidis","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3545551202-departamento-3-dorm-43-sala-estar-en-venta-en-vitacura-_JM,
48,MLC-3616776440,Departamento En Venta De 3 Dorm. En Vitacura,UF,10900,"Ubicación e información de la zonaLas Hualtatas/san Damián, Tabancura, Vitacura, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosCol. Mayflower / Avenida Las Condes3 mins - 261 metrosDunalastair / Avenida Las Condes4 mins - 287 metrosParada 4 / Cantagallo5 mins - 398 metrosCol. Los Andes / Avenida Las Condes6 mins - 463 metrosSan Damian / Avenida Las Condes6 mins - 472 metros",Las Condes,3,2,127.0,"¿Quieres vivir en un departamento que está como nuevo? ¿Y disfrutar de su increíble terraza con vista despejada? Entonces esta propiedad es para ti. Disfruta de un departamento muy bien ubicado en un condomino consolidado construido por Moller&Pérez Cotapos, a pasos del Parque Costanera Sur, locales comerciales y colegios y con una excelente conectividad a la Costanera Norte y Avenida Las Condes. 3 dormitorios / 2 baños / 2 estacionamientos / 1 bodega / contribuciones: $280.000 / gastos comunes: $220.000 Distribución: hall de acceso, living-comedor con salida a la terraza. Cocina funcional equipada con encimeras de vitrocerámica, campana y horno eléctrico, comedor de diario y logia exterior cerrada. Tres dormitorios: el principal en suite con terraza privada y toldo vertical, baño con shower door, walk-in closet y closet, los otros dos comparten un baño completo. Terminaciones: alfombra en los dormitorios y piso flotante en el resto del departamento, termopanel en ventanas, barandas de cristal en terraza, cubiertas de cuarzo en cocina y calefacción por losa radiante. Edificio (2017): accesos controlados 24/7, sala de cine, sala de estar, lounge, gimnasio, sauna, kitchenette, sala de cumpleaños, sala de juegos infantiles y estacionamientos de visitas. ¿Este departamento cumple con tus necesidades y expectativas? ¡Contáctanos y visítalo! Miguel Marzuca Nasser","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3616776440-departamento-en-venta-de-3-dorm-en-vitacura-_JM,
